0.756648,0.892298,1.01575,1.12461,1.21686,1.29079,1.34488,1.37781,1.38878,1.3776,1.34454,1.29038,1.21635,1.12395,1.01493,0.891386,0.755712,0.610234,0.457074,0.298305,0.13603,-0.0277784,-0.191413,-0.353378,-0.512345,-0.667164,-0.81683,-0.960422,-1.09715,-1.22643,-1.34774,-1.46064,-1.56466,-1.65948,-1.74482,-1.82043,-1.88611,-1.94167,-1.98696,-2.02185,-2.04627,-2.06015,-2.06346,-2.05619,-2.03834,-2.00998,-1.97117,-1.92202,-1.86266,-1.79323,
1.14615,0.992894,0.826354,0.649184,0.46385,0.272749,0.0782785,-0.117261,-0.311839,-0.503787,-0.691703,-0.874274,-1.05024,-1.2185,-1.37823,-1.52875,-1.66948,-1.79985,-1.91935,-2.02757,-2.12418,-2.20893,-2.28156,-2.34187,-2.38966,-2.42482,-2.44727,-2.45696,-2.45385,-2.43795,-2.40928,-2.36794,-2.31404,-2.24775,-2.16925,-2.07872,-1.97641,-1.86268,-1.73792,-1.60255,-1.45701,-1.30185,-1.13779,-0.965688,-0.786508,-0.601265,-0.411118,-0.217481,-0.0220858,0.173086,
0.0993673,0.157062,0.212833,0.26594,0.315597,0.360958,0.401165,0.435439,0.463133,0.483712,0.496725,0.501831,0.498881,0.487966,0.469384,0.443556,0.410991,0.372305,0.328247,0.279663,0.227408,0.172281,0.115031,0.0563875,-0.00293268,-0.0622671,-0.121051,-0.178814,-0.235144,-0.289661,-0.34202,-0.391931,-0.439168,-0.483545,-0.524894,-0.563059,-0.597905,-0.629322,-0.657226,-0.681542,-0.702202,-0.719147,-0.732328,-0.741713,-0.747279,-0.749013,-0.74691,-0.740972,-0.731215,-0.717666,
0.0684887,0.0706397,0.0720144,0.0726039,0.0723887,0.0713558,0.0695174,0.0669078,0.0635685,0.0595368,0.0548463,0.0495389,0.0436789,0.0373485,0.0306251,0.0235696,0.0162408,0.00871586,0.00108719,-0.00655794,-0.0141486,-0.021623,-0.0289155,-0.0359521,-0.0426548,-0.0489561,-0.0548083,-0.060174,-0.065007,-0.0692515,-0.0728602,-0.0758083,-0.0780842,-0.0796739,-0.0805566,-0.0807145,-0.0801433,-0.0788553,-0.0768726,-0.0742136,-0.0708888,-0.0669144,-0.0623289,-0.0571872,-0.0515404,-0.0454281,-0.0388925,-0.0319919,-0.0248,-0.0173946,
0.0924218,0.0443822,-0.00425223,-0.0528851,-0.101036,-0.148346,-0.194481,-0.239097,-0.281875,-0.322553,-0.360921,-0.396809,-0.430069,-0.460559,-0.488135,-0.512684,-0.534139,-0.552457,-0.567573,-0.579419,-0.587948,-0.593143,-0.594996,-0.593506,-0.588679,-0.58052,-0.569042,-0.554285,-0.53631,-0.51518,-0.490948,-0.46368,-0.433485,-0.40051,-0.3649,-0.326793,-0.286355,-0.243792,-0.199356,-0.153366,-0.106174,-0.0581149,-0.00953253,0.0391141,0.0872431,0.134264,0.179645,0.222837,0.263209,0.300079,
1.25917,1.36792,1.46744,1.55713,1.6367,1.70596,1.76468,1.81253,1.84922,1.87467,1.88893,1.89199,1.88377,1.86422,1.83336,1.79132,1.73842,1.67499,1.60111,1.51688,1.42263,1.31895,1.20644,1.08561,0.956945,0.821071,0.678921,0.531659,0.380473,0.226415,0.0704847,-0.085929,-0.240798,-0.392004,-0.537954,-0.677287,-0.80822,-0.928544,-1.03605,-1.12887,-1.20568,-1.26558,-1.30755,-1.33033,-1.33305,-1.31588,-1.27979,-1.22562,-1.15381,-1.06516,
0.746345,0.794884,0.837454,0.873813,0.903746,0.927099,0.943783,0.953733,0.956876,0.953178,0.942664,0.925398,0.901469,0.870998,0.834141,0.791076,0.742028,0.687293,0.627218,0.562164,0.492514,0.418737,0.341399,0.26111,0.1785,0.0942595,0.00915403,-0.075996,-0.160309,-0.242837,-0.32263,-0.39877,-0.47032,-0.536284,-0.595691,-0.647706,-0.691604,-0.726718,-0.752463,-0.768412,-0.774305,-0.770047,-0.755732,-0.731624,-0.698085,-0.655583,-0.604773,-0.546487,-0.481596,-0.410962,
3.17653,2.9717,2.74883,2.50872,2.25224,1.98044,1.69463,1.39637,1.0873,0.76939,0.444992,0.11678,-0.2123,-0.538851,-0.859055,-1.16895,-1.46442,-1.74092,-1.99371,-2.21839,-2.41093,-2.56755,-2.68482,-2.76023,-2.79222,-2.78005,-2.72393,-2.62521,-2.48608,-2.3093,-2.09833,-1.85744,-1.59115,-1.30378,-0.999717,-0.683463,-0.359262,-0.030918,0.298074,0.624499,0.945567,1.25887,1.56226,1.8538,2.13193,2.39537,2.643,2.87374,3.08674,3.28132,
1.79951,1.70052,1.58993,1.46826,1.33612,1.19417,1.04318,0.883987,0.717595,0.545192,0.368123,0.187809,0.00575758,-0.176312,-0.356428,-0.532486,-0.702376,-0.863956,-1.01501,-1.15329,-1.27659,-1.38281,-1.47015,-1.53718,-1.58274,-1.60589,-1.60607,-1.58331,-1.53817,-1.47152,-1.3845,-1.27858,-1.15557,-1.01753,-0.866687,-0.705293,-0.535539,-0.359545,-0.179464,0.00257001,0.184613,0.364979,0.542138,0.714637,0.881137,1.04047,1.19162,1.33373,1.46605,1.58792,
1.47716,1.55562,1.6238,1.68133,1.72782,1.76307,1.78704,1.7997,1.801,1.79083,1.7692,1.73624,1.69215,1.63714,1.57142,1.49517,1.40866,1.31241,1.20704,1.09309,0.970998,0.841391,0.705174,0.56341,0.417195,0.267611,0.115783,-0.0369731,-0.189027,-0.338511,-0.483657,-0.622971,-0.754884,-0.877382,-0.988311,-1.08593,-1.16893,-1.23613,-1.28637,-1.31859,-1.33198,-1.32628,-1.3019,-1.25955,-1.1998,-1.1233,-1.03127,-0.925541,-0.808035,-0.680362,
